ID	drugs	transporters	targets	enzymes	carriers	groups
DB10371	Prosopis juliflora pollen					approved
DB10372	Artemisia vulgaris pollen					approved
DB10373	Morus rubra pollen					approved
DB10374	Quercus agrifolia pollen					approved
DB10375	Quercus virginiana pollen					approved
DB10376	Quercus alba pollen					approved
DB10377	Avena sativa pollen					approved
DB10378	Olea europaea pollen					approved
DB10379	Dactylis glomerata pollen					approved
DB10381	Amaranthus retroflexus pollen					approved
DB10382	Plantago lanceolata pollen					approved
DB10383	Populus alba pollen					approved
DB10384	Ambrosia acanthicarpa pollen					approved
DB10385	Ambrosia artemisiifolia pollen					approved
DB10386	Ambrosia trifida pollen					approved
DB10387	Ambrosia psilostachya pollen					approved
DB10388	Salsola kali pollen					approved
DB10389	Lolium perenne pollen					approved
DB10390	Artemisia tridentata pollen					approved
DB10391	Atriplex wrightii pollen					approved
DB10392	Platanus occidentalis pollen					approved
DB10393	Platanus racemosa pollen					approved
DB10394	Phleum pratense pollen					investigational;approved
DB10395	Holcus lanatus pollen					approved
DB10396	Juglans nigra pollen					approved
DB10397	Juglans californica pollen					approved
DB10398	Salix nigra pollen					approved
DB10399	Felis catus skin					approved
DB10400	Dermatophagoides farinae					approved
DB10401	Dermatophagoides pteronyssinus					approved
DB10403	Agrostis gigantea pollen					approved
DB10404	Anthoxanthum odoratum pollen					approved
DB10406	Bos taurus skin					approved
DB10408	Cotton seed					approved
DB10411	Ceiba pentandra fiber					approved
DB10412	Mus musculus skin					approved
DB10413	Orris					approved
DB10415	Rabbit					investigational;approved
DB10416	Cavia porcellus skin					approved
DB10417	Periplaneta americana					approved
DB10418	Blatella germanica					approved
DB10419	Solenopsis invicta					approved
DB10420	Gallus gallus feather					approved
DB10421	Anas platyrhynchos feather					approved
DB10422	Anser anser feather					approved
DB10423	Acremonium strictum					approved
DB10424	Alternaria alternata					approved
DB10425	Aspergillus fumigatus					approved
DB10426	Aspergillus niger var. niger					approved
DB10427	Aureobasidium pullulans var. pullutans					approved
DB10428	Botrytis cinerea					approved
DB10429	Candida albicans					approved
DB10430	Chaetomium globosum					approved
DB10431	Cladosporium cladosporioides					approved
DB10432	Cladosporium sphaerospermum					approved
DB10433	Cochliobolus sativus					approved
DB10434	Epicoccum nigrum					approved
DB10435	Fusarium oxysporum vasinfectum					approved
DB10436	Helminthosporium solani					approved
DB10437	Mucor plumbeus					approved
DB10438	Neurospora intermedia					approved
DB10439	Penicillium chrysogenum var. chrysogenum					approved
DB10440	Phoma exigua var. exigua					approved
DB10441	Rhizopus arrhizus var. arrhizus					approved
DB10442	Rhodotorula rubra					approved
DB10443	Ustilago maydis					approved
DB10444	Ustilago tritici					approved
DB10445	Stemphylium solani					approved
DB10446	Trichophyton mentagrophytes					approved
DB10447	Saccharomyces cerevisiae					approved
DB10449	Aspergillus repens					approved
DB10450	Aspergillus terreus					approved
DB10451	Acacia					approved
DB10452	Ailanthus altissima pollen					approved
DB10453	Alnus incana subsp. rugosa pollen					approved
DB10454	Medicago sativa pollen					approved
DB10455	Fraxinus velutina pollen					approved
DB10456	Populus tremuloides pollen					approved
DB10457	Morella cerifera pollen					approved
DB10458	Betula nigra pollen					approved
DB10459	Amaranthus palmeri pollen					approved
DB10460	Juniperus ashei pollen					approved
DB10461	Juniperus virginiana pollen					approved
DB10462	Xanthium strumarium var. canadense pollen					approved
DB10463	Populus deltoides pollen					approved
DB10464	Populus fremontii pollen					approved
DB10465	Populus deltoides subsp. monilifera pollen					approved
DB10466	Cupressus arizonica pollen					approved
DB10467	Taxodium distichum pollen					approved
DB10468	Eupatorium capillifolium pollen					approved
DB10469	Ulmus crassifolia pollen					approved
DB10470	Eucalyptus globulus pollen					approved
DB10471	Solidago canadensis pollen					approved
DB10472	Celtis occidentalis pollen					approved
DB10473	Juniperus californica pollen					approved
DB10474	Robinia pseudoacacia pollen					approved
DB10475	Acer rubrum pollen					approved
DB10478	Melaleuca quinquenervia pollen					approved
DB10479	Chenopodium ambrosioides pollen					approved
DB10480	Morus alba pollen					approved
DB10481	Quercus rubra pollen					approved
DB10482	Syagrus romanzoffiana pollen					approved
DB10483	Schinus molle pollen					approved
DB10484	Amaranthus spinosus pollen					approved
DB10485	Casuarina equisetifolia pollen					approved
DB10486	Pinus strobus pollen					approved
DB10487	Pinus echinata pollen					approved
DB10488	Ligustrum vulgare pollen					approved
DB10489	Elymus repens pollen					approved
DB10490	Ambrosia tenuifolia pollen					approved
DB10491	Ambrosia bidentata pollen					approved
DB10493	Artemisia frigida pollen					approved
DB10494	Distichlis spicata pollen					approved
DB10495	Liquidambar styraciflua pollen					approved
DB10496	Juglans regia pollen					approved
DB10498	Triticum aestivum pollen					approved
DB10499	Felis catus hair					approved
DB10500	Almond					approved
DB10501	Apple					approved
DB10502	Apricot					approved
DB10503	Asparagus					approved
DB10504	Avocado					approved
DB10505	Banana					approved
DB10506	Barley					approved
DB10508	String bean					approved
DB10509	Beef					approved
DB10510	Brazil nut					approved
DB10511	Broccoli					approved
DB10512	Buckwheat					approved
DB10513	Cabbage					approved
DB10514	Cantaloupe					approved
DB10515	Carrot					approved
DB10516	Casein					approved
DB10517	Celery					approved
DB10518	Cherry					approved
DB10519	Chicken					approved
DB10520	Cinnamon					approved
DB10523	Coconut					approved
DB10525	Coffee bean					approved
DB10526	Crab					approved
DB10527	Cucumber					approved
DB10528	Egg white					approved
DB10529	Egg					approved
DB10530	Egg yolk					approved
DB10531	Flounder					approved
DB10532	Garlic					approved
DB10533	Grape					approved
DB10534	Grapefruit					approved
DB10535	Karaya gum					approved
DB10536	Honeydew melon					approved
DB10537	Lamb					approved
DB10538	Lemon					investigational;approved
DB10539	Lettuce					approved
DB10540	Lima bean					approved
DB10541	Lobster					approved
DB10542	Goat milk					approved
DB10543	Cow milk					approved
DB10544	Cultivated mushroom					approved
DB10545	Mustard seed					approved
DB10546	Oat					approved
DB10547	Black olive					approved
DB10548	Onion					approved
DB10549	Orange					approved
DB10550	Oyster					approved
DB10551	Pea					approved
DB10552	Peach					approved
DB10553	Peanut					approved
DB10554	Pear					approved
DB10555	Pecan					approved
DB10556	Green bell pepper					approved
DB10557	Black pepper					approved
DB10558	Pineapple					approved
DB10559	Pistachio					approved
DB10560	Plum					approved
DB10561	Pork					approved
DB10562	Potato					approved
DB10563	Rice					approved
DB10564	Rye					approved
DB10566	Sesame seed					approved
DB10567	Shrimp					approved
DB10568	Soybean					approved
DB10569	Spinach					approved
DB10570	Squash					approved
DB10571	Strawberry					approved
DB10572	Corn					approved
DB10573	Tomato					approved
DB10574	Tuna					approved
DB10575	Turkey					investigational;approved
DB10576	Vanilla					approved
DB10577	English walnut					approved
DB10578	Watermelon					approved
DB10579	Wheat					approved
DB10580	Tea leaf					investigational;approved
DB10581	Khuskia oryzae					approved
DB10582	Artemisia annua pollen					approved
DB10583	Clostridium tetani toxoid antigen (formaldehyde inactivated)					approved
DB10603	Meriones unguiculatus skin					approved
DB10604	Capra hircus skin					approved
DB10605	Mesocricetus auratus skin					approved
DB10606	Sus scrofa skin					approved
DB10607	Oryctolagus cuniculus skin					approved
DB10608	Rattus norvegicus skin					approved
DB10609	Bombyx mori fiber					approved
DB10610	Duck					approved
DB10611	Allergenic extract- beef liver					approved
DB10612	Veal					approved
DB10613	Bluefish					approved
DB10614	Common carp					approved
DB10615	Haddock					approved
DB10616	Pacific halibut					approved
DB10617	Herring					approved
DB10618	Mackerel					approved
DB10619	Northern pike					approved
DB10620	Red snapper					approved
DB10621	Atlantic salmon					approved
DB10622	European pilchard					approved
DB10623	Scallop					approved
DB10624	Smelt					approved
DB10625	Swordfish					approved
DB10626	Trout					approved
DB10627	White fish					approved
DB10628	Blackberry					approved
DB10629	Blueberry					approved
DB10630	Sour cherry					approved
DB10631	Cranberry					investigational;approved
DB10632	Date					approved
DB10633	Fig					approved
DB10634	Wine grape					approved
DB10635	Lime (citrus)					approved
DB10636	Raspberry					approved
DB10637	Tangerine					approved
DB10638	Artichoke					approved
DB10639	Kidney bean					approved
DB10640	Beet					approved
DB10641	Kiwi fruit					approved
DB10642	Brussels sprout					approved
DB10643	Cauliflower					approved
DB10644	Eggplant					approved
DB10645	Lentil					approved
DB10646	Green olive					approved
DB10647	Parsley					approved
DB10648	Sweet potato					approved
DB10650	Raphanus sativus					approved
DB10651	Rhubarb					approved
DB10652	Turnip					approved
DB10653	Cashew					approved
DB10654	Hazelnut					approved
DB10655	Macadamia nut					approved
DB10656	Nectarine					approved
DB10657	Mango					approved
DB10658	Papaya					approved
DB10659	Leek					approved
DB10660	Okra					approved
DB10661	Parsnip					approved
DB10662	Chickpea					approved
DB10663	Black-eyed pea					approved
DB10664	Watercress					approved
DB10666	Arabica coffee bean					approved
DB10667	Tragacanth					approved
DB10669	Allspice					approved
DB10670	Laurus nobilis					approved
DB10671	Caraway seed					approved
DB10672	Clove					approved
DB10673	Dill					approved
DB10674	Horseradish					approved
DB10675	Licorice					approved
DB10676	Nutmeg					approved
DB10677	Oregano					approved
DB10678	Paprika					approved
DB10679	White pepper					approved
DB10681	Poppy seed					approved
DB10683	Spearmint					approved
DB10685	Wheat bran					approved
DB10686	American chestnut					approved
DB10687	Hops					approved
DB10688	Musca domestica					approved
DB10690	Ctenocephalides canis					approved
DB10691	Aedes taeniorhynchus					approved
DB10693	Ctenocephalides felis					approved
DB10694	Aspergillus flavus					approved
DB10695	Eurotium herbariorum					approved
DB10696	Trichothecium roseum					approved
DB10697	Curvularia inaequalis					approved
DB10698	Fusarium compactum					approved
DB10699	Geotrichum candidum					approved
DB10700	Phoma glomerata					approved
DB10701	Rhodotorula mucilaginosa					approved
DB10702	Stemphylium sarciniforme					approved
DB10703	Trichoderma harzianum					approved
DB10704	Ustilago avenae					approved
DB10706	Puccinia graminis					approved
DB10707	Cotton					approved
DB10708	Flax seed					approved
DB10710	Tobacco leaf					approved
DB10711	Corcorus capsularis fiber					approved
DB10712	Agave sisalana fiber					approved
DB10713	Poa compressa pollen					approved
DB10714	Phalaris arundinacea pollen					approved
DB10715	Bouteloua gracilis pollen					approved
DB10716	Urochloa mutica pollen					approved
DB10717	Secale cereale pollen					approved
DB10718	Leymus condensatus pollen					approved
DB10719	Pascopyrum smithii pollen					approved
DB10720	Acacia baileyana pollen					approved
DB10721	Alnus rubra pollen					approved
DB10722	Alnus rhombifolia pollen					approved
DB10723	Fraxinus latifolia pollen					approved
DB10724	Betula populifolia pollen					approved
DB10725	Tamarix gallica pollen					approved
DB10727	Juniperus monosperma pollen					approved
DB10728	Juniperus pinchotii pollen					approved
DB10729	Juniperus scopulorum pollen					approved
DB10730	Juniperus osteosperma pollen					approved
DB10731	Juniperus occidentalis pollen					approved
DB10732	Tilia americana pollen					approved
DB10733	Mangifera indica pollen					approved
DB10734	Acer macrophyllum pollen					approved
DB10735	Acer saccharinum pollen					approved
DB10736	Broussonetia papyrifera pollen					approved
DB10737	Quercus velutina pollen					approved
DB10738	Quercus macrocarpa pollen					approved
DB10739	Quercus kelloggii pollen					approved
DB10740	Quercus gambelii pollen					approved
DB10741	Quercus lobata pollen					approved
DB10742	Quercus nigra pollen					approved
DB10743	Citrus sinensis pollen					approved
DB10744	Pinus taeda pollen					approved
DB10745	Pinus palustris pollen					approved
DB10746	Pinus ponderosa pollen					approved
DB10747	Pinus elliottii pollen					approved
DB10748	Pinus virginiana pollen					approved
DB10749	Pinus monticola pollen					approved
DB10750	Populus nigra pollen					approved
DB10751	Elaeagnus angustifolia pollen					approved
DB10752	Salix lasiolepis pollen					approved
DB10753	Salix discolor pollen					approved
DB10754	Populus balsamifera subsp. trichocarpa pollen					approved
DB10755	Taraxacum officinale pollen					approved
DB10756	Atriplex polycarpa pollen					approved
DB10757	Baccharis halimifolia pollen					approved
DB10758	Hymenoclea salsola pollen					approved
DB10759	Allenrolfea occidentalis pollen					approved
DB10760	Atriplex lentiformis pollen					approved
DB10761	Artemisia douglasiana pollen					approved
DB10762	Artemisia ludoviciana pollen					approved
DB10763	Urtica dioica pollen					approved
DB10764	Iva axillaris pollen					approved
DB10765	Ambrosia deltoidea pollen					approved
DB10766	Sarcobatus vermiculatus pollen					approved
DB10767	Atriplex canescens pollen					approved
DB10768	Artemisia absinthium pollen					approved
DB10771	Bovine type I collagen					approved
DB10788	Bordetella pertussis filamentous hemagglutinin antigen (formaldehyde inactivated)					approved
DB10789	Bordetella pertussis pertactin antigen					approved
DB10790	Bordetella pertussis fimbriae 2/3 antigen					approved
DB10791	Influenza A virus A/california/7/2009 x-179a (H1N1) antigen (formaldehyde inactivated)					investigational;approved
DB10792	Influenza A virus A/switzerland/9715293/2013 nib-88 (H3N2) antigen (formaldehyde inactivated)					investigational;approved
DB10793	Influenza B virus B/phuket/3073/2013 antigen (formaldehyde inactivated)					investigational;approved
DB10795	Poliovirus type 1 antigen (formaldehyde inactivated)					investigational;approved
DB10796	Poliovirus type 2 antigen (formaldehyde inactivated)					approved
DB10797	Poliovirus type 3 antigen (formaldehyde inactivated)					approved
DB10798	Neisseria meningitidis group a capsular polysaccharide diphtheria toxoid conjugate antigen					investigational;approved
DB10799	Neisseria meningitidis group c capsular polysaccharide diphtheria toxoid conjugate antigen					approved
DB10800	Neisseria meningitidis group y capsular polysaccharide diphtheria toxoid conjugate antigen					approved
DB10801	Neisseria meningitidis group w-135 capsular polysaccharide diphtheria toxoid conjugate antigen					approved
DB10802	Influenza a virus a/california/7/2009(h1n1)-like antigen (formaldehyde inactivated)					approved
DB10803	Salmonella typhi ty2 vi polysaccharide antigen					approved
DB10804	Bacillus calmette-guerin substrain connaught live antigen					investigational;approved
DB10805	Yellow Fever Vaccine					investigational;approved
DB10807	Candida tropicalis					approved
DB10808	Mucor racemosus					approved
DB10809	Penicillium camemberti					approved
DB10810	Penicillium expansum					approved
DB10811	Penicillium italicum					approved
DB10812	Penicillium roqueforti					approved
DB10813	Phoma destructiva					approved
DB10814	Rhizopus stolonifer					approved
DB10815	Fraxinus pennsylvanica pollen					approved
DB10816	Atriplex confertifolia pollen					approved
DB10817	Passalora fulva					approved
DB10818	Cochliobolus spicifer					approved
DB10819	Myrothecium verrucaria					approved
DB10820	Hypomyces perniciosus					approved
DB10821	Neurospora crassa					approved
DB10822	Paecilomyces variotii					approved
DB10823	Microascus brevicaulis					approved
DB10824	Colletotrichum coccodes					approved
DB10825	Pleospora herbarum					approved
DB10826	Streptomyces griseus					approved
DB10827	Trichoderma viride					approved
DB10828	Trichophyton schoenleinii					approved
DB10829	Basil					approved
DB10830	Mung bean					approved
DB10831	Betula papyrifera pollen					approved
DB10832	Betula occidentalis pollen					approved
DB10833	Betula alleghaniensis pollen					approved
DB10834	Ustilago cynodontis					approved
DB10835	Ustilago nuda hordei					approved
DB10836	Bromus secalinus pollen					approved
DB10837	Beta vulgaris pollen					approved
DB10838	Chenopodium botrys pollen					approved
DB10839	Mycocladus corymbiferus					approved
DB10840	Acrothecium robustum					approved
DB10841	Humicola grisea					approved
DB10842	Microsporum audouinii					approved
DB10843	Microsporum canis					approved
DB10844	Apiospora montagnei					approved
DB10845	Phycomyces blakesleeanus					approved
DB10846	Sporotrichum pruinosum					approved
DB10847	Stachybotrys chartarum					approved
DB10848	Syncephalastrum racemosum					approved
DB10849	Tetracoccosporium paxianum					approved
DB10850	Verticillium albo-atrum					approved
DB10851	White catfish					approved
DB10852	Carob					approved
DB10853	Sweet cherry					approved
DB10856	Bos taurus hair					approved
DB10857	Serinus canaria feather					approved
DB10858	Melilotus albus pollen					approved
DB10859	Melilotus officinalis pollen					approved
DB10860	Typha latifolia pollen					approved
DB10861	Atlantic cod					approved
DB10862	Red currant					approved
DB10864	Cumin					approved
DB10865	Cladosporium herbarum					approved
DB10866	Acheta domesticus					approved
DB10867	Canis lupus familiaris hair					approved
DB10868	Odocoileus virginianus hair					approved
DB10869	Grain mill dust					approved
DB10870	Epidermophyton floccosum					approved
DB10871	Ambrosia dumosa pollen					approved
DB10872	Ambrosia confertiflora pollen					approved
DB10873	Sporisorium cruentum					approved
DB10874	Goose					approved
DB10875	Concord grape					approved
DB10876	Capra hircus hair					approved
DB10877	Cavia porcellus hair					approved
DB10879	Arrhenatherum elatius pollen					approved
DB10880	Equus caballus hair					approved
DB10881	Sus scrofa hair					approved
DB10882	Carya cordiformis pollen					approved
DB10883	Carya glabra pollen					approved
DB10884	Millet seed					approved
DB10885	Mustard greens					approved
DB10887	Quercus palustris pollen					approved
DB10888	Quercus stellata pollen					approved
DB10889	Quercus garryana pollen					approved
DB10890	Red bell pepper					approved
DB10891	Perch					approved
DB10892	Pumpkin					approved
DB10893	Melopsittacus undulatus feather					approved
DB10894	Pinus contorta pollen					approved
DB10895	Pinus sylvestris pollen					approved
DB10896	Pinus rigida pollen					approved
DB10897	Chili pepper					approved
DB10898	Oryctolagus cuniculus hair					approved
DB10899	Sequoia sempervirens pollen					approved
DB10900	Rumex obtusifolius pollen					approved
DB10901	Rumex altissimus pollen					approved
DB10902	Rumex salicifolius var. mexicanus pollen					approved
DB10903	Sitotroga cerealella					approved
DB10904	English sole					approved
DB10905	Safflower					approved
DB10906	Sugarcane					approved
DB10907	Sunflower seed					approved
DB10908	Platanus hybrida pollen					approved
DB10909	Artemisia californica pollen					approved
DB10910	Helianthus annuus pollen					approved
DB10911	Carpinus caroliniana pollen					approved
DB10912	Picea pungens pollen					approved
DB10913	Starch, tapioca					approved
DB10914	Larix occidentalis pollen					approved
DB10915	Trichophyton rubrum					approved
DB10916	Salix lucida ssp. lasiandra pollen					approved
DB10918	Venison					approved
DB10919	Black walnut					approved
DB10921	Artemisia dracunculus pollen					approved
DB10922	Pinus banksiana pollen					approved
DB10923	Pinus resinosa pollen					approved
DB10924	Pinus nigra pollen					approved
DB10925	Pinus thunbergii pollen					approved
DB10926	Carya tomentosa pollen					approved
DB10927	Iva annua pollen					approved
DB10928	Bassia scoparia pollen					approved
DB10929	Cyclachaena xanthifolia pollen					approved
DB10933	Cochliobolus lunatus					approved
DB10934	Haematonectria haematococca					approved
DB10935	Chrysonilia sitophila					approved
DB10936	Pleospora betae					approved
DB10937	Puccinia striiformis var. striiformis					approved
DB10941	Bassia hyssopifolia pollen					approved
DB10942	Brassica rapa pollen					approved
DB10943	Callistemon citrinus pollen					approved
DB10945	Dicoria canescens pollen					approved
DB10946	Krascheninnikovia lanata pollen					approved
DB10947	Ambrosia ambrosioides pollen					approved
DB10948	Ambrosia chamissonis pollen					approved
DB10949	Koeleria macrantha pollen					approved
DB10950	Phoenix dactylifera pollen					approved
DB10952	Quercus dumosa pollen					approved
DB10953	Suaeda moquinii pollen					approved
DB10954	Tilia cordata pollen					approved
DB10955	Apis mellifera venom					approved
DB10956	Vespula maculifrons venom protein					approved
DB10957	Dolichovespula arenaria venom protein					approved
DB10958	Dolichovespula maculata venom protein					approved
DB10959	Polistes fuscatus venom protein					approved
DB10961	Hordeum vulgare pollen					approved
DB10962	Agrostis stolonifera pollen					approved
DB10963	Phalaris minor pollen					approved
DB10964	Lolium perenne subsp. multiflorum pollen					approved
DB10965	Sorghum bicolor subsp. bicolor pollen					approved
DB10966	Sorghum bicolor subsp. drummondii pollen					approved
DB10967	Amphiachyris dracunculoides pollen					approved
DB10968	Iva angustifolia pollen					approved
DB10969	Neurospora sitophila					approved
DB10970	Trichophyton tonsurans					approved
DB10975	Tanacetum cinerariifolium flower					approved
DB10976	Largemouth bass					approved
DB10977	Cocoa					approved
DB10979	Blue crab					approved
DB10980	Barley malt					approved
DB10981	Radish					approved
DB10982	Sage					approved
DB10983	Thyme					approved
DB10984	Peppermint					approved
DB10986	Pseudotsuga menziesii pollen					approved
DB10988	Maclura pomifera pollen					approved
DB10989	Hepatitis A Vaccine					approved
DB10990	Haemophilus influenzae type b strain 20752 capsular polysaccharide tetanus toxoid conjugate antigen					investigational;approved
DB10991	Bordetella pertussis toxoid antigen (formaldehyde, glutaraldehyde inactivated)					approved
DB10994	Human papillomavirus type 16 L1 capsid protein residues 2-471 antigen					investigational;approved
DB10997	Autologous cultured chondrocytes					approved
DB10998	Influenza A virus A/brisbane/10/2010 (H1N1) antigen (mdck cell derived, propiolactone inactivated)					investigational;approved
DB11003	Anthrax vaccine					approved
DB11005	Ulmus parvifolia pollen					approved
DB11007	Cytisus scoparius flowering top					approved
DB11009	Quahog, unspecified					approved
DB11010	Cod, unspecified					approved
DB11014	Salmon, unspecified					approved
DB11018	Canis lupus familiaris dander					approved
DB11021	Equus caballus dander					approved
DB11022	Aspergillus nidulans					approved
DB11025	Dendryphiella vinosa					approved
DB11026	Solenopsis richteri					approved
DB11027	Polistes annularis venom protein					approved
DB11028	Polistes exclamans venom protein					approved
DB11029	Polistes metricus venom protein					approved
DB11030	Vespula germanica venom protein					approved
DB11031	Vespula pensylvanica venom protein					approved
DB11032	Vespula squamosa venom protein					approved
DB11033	Vespula vulgaris venom protein					approved
DB11034	Influenza A virus A/bolivia/559/2013 (H1N1) live (attenuated) antigen					investigational;approved
DB11050	Salmonella typhi ty21a live antigen					approved
DB11051	Azficel-T					investigational;approved
DB11054	Human cord blood hematopoietic progenitor cell					approved
DB11057	Mineral oil					approved;vet_approved
DB11058	Petrolatum					investigational;approved
DB11059	Carboxymethylcellulose					investigational;approved
DB11060	Polyvinyl alcohol					approved
DB11061	Povidone					approved
DB11062	Octisalate					approved
DB11063	Polysorbate 80					approved
DB11064	Homosalate		AR;PGR;ESR1			investigational;approved
DB11068	Selenic acid					approved
DB11071	Phenyl salicylate		ESR1			approved
DB11072	Hydrofluoric acid					approved
DB11073	Cetylpyridinium					approved
DB11074	Dimethicone					approved
DB11075	Hypromellose		EPCAM			approved
DB11076	Dextran 70					approved
DB11077	Polyethylene glycol 400		ENPP1	SULT1A1;CYP4A11;ADH5		approved
DB11079	Trolamine salicylate		PTGS2;PTGS1			approved
DB11080	Silver nitrate					investigational;approved
DB11081	Aluminum chloride		GLUD1			approved
DB11082	Coal tar					approved
DB11085	Resorcinol		TPO			approved
DB11086	Cocoa butter					approved
DB11087	Pyrethrum extract		NR1I2			approved
DB11088	Shark liver oil					approved
DB11089	Docusate					approved
DB11090	Potassium nitrate	MUC1	KCNH2	onr		approved
DB11091	Hydrogen peroxide					approved;vet_approved
DB11092	Stannous fluoride					approved
DB11093	Calcium Citrate	CACNA1C;PKD1L3;RYR1;CACNA1A;RYR3;RYR2;CATSPER1;CACNA1G;TRPV5;CACNA1E;PKD2L1;SLC8A1;TRPV6	CHP1;NCS1;S100A13;RGN;S100B;CASQ1;CALM3;CASQ2;CIB2;SPARC;CIB1;CANX;CASR;PDCD6;S100A6;PEF1;GCA;TPT1;SRI;FBN2;FBN3;CALB2;S100A16;CALM2;CADPS;CAPS;NUCB1;NUCB2;CADPS2;CALR;CALM1;NRXN1;CALR3		S100G;ALB;CALB1	approved
DB11094	Vitamin D		VDR;GC	CYP2R1;CYP27B1		vet_approved;approved;nutraceutical
DB11095	Desirudin			CPA1		approved
DB11096	Meradimate					approved
DB11097	Plantago seed					investigational;approved
DB11098	Potassium bicarbonate	SLC12A1;SLC12A2				approved
DB11100	Allantoin					approved
DB11102	N-acetyltyrosine					approved
DB11104	Sulfur hexafluoride					approved
DB11105	Benzalkonium					approved
DB11106	Pamabrom					approved
DB11107	Potassium bitartrate					approved
DB11108	Aluminum sesquichlorohydrate					approved
DB11109	Chlorine					approved
DB11110	Magnesium citrate					approved
DB11111	Witch hazel					approved;experimental
DB11112	Lanolin					approved
DB11113	Castor oil					vet_approved;investigational;approved;nutraceutical
DB11114	Eucalyptus oil					approved
DB11115	Ensulizole					approved
DB11116	Aluminum zirconium trichlorohydrex gly					approved;experimental
DB11117	Undecylenate					investigational;approved
DB11118	Ammonia					approved
DB11119	Sodium iodide					approved
DB11120	Turpentine		MAPK1			approved;experimental
DB11121	Chloroxylenol					approved
DB11122	Dextran 40					approved
DB11123	Hypochlorite					approved
DB11124	Racepinephrine		ADRA1A;ADRA1B;ADRA2A;ADRA2B;ADRA2C;ADRB1;ADRB2			approved
DB11125	Benzethonium					approved
DB11126	Calcium gluconate					approved;vet_approved
DB11127	Selenious acid	SEPP1		GPX1;TXNRD1		investigational;approved
DB11128	Ammonium molybdate					approved
DB11129	Carbamide peroxide					approved
DB11130	Opium		OPRK1;OPRM1;OPRD1	CYP3A4;CYP2D6	B2M;ALB	illicit;approved
DB11131	Capsicum oleoresin		TRPV1			approved
DB11132	Silicon dioxide		MARCO			approved
DB11133	Omega-3 fatty acids		PPARG;SREBF1;PPARA	PTGS2;ALOX5		approved;nutraceutical
DB11134	Cupric oxide					approved
DB11135	Selenium			GSR;SCLY;TXNRD1		investigational;approved;vet_approved
DB11136	Chromium		CYB5A		TF	approved
DB11137	Molybdenum					approved
DB11140	Chromium Cr-51					approved
DB11141	Manganese gluconate					approved
DB11142	Selenomethionine					investigational;approved
DB11143	Cresol					approved
DB11145	Oxyquinoline					approved;vet_approved
DB11147	Aluminum zirconium pentachlorohydrate					approved
DB11148	Butamben					approved
DB11149	Aluminum zirconium tetrachlorohydrex gly					approved
DB11150	Barium sulfate					approved
DB11151	Sodium hydroxide					approved
DB11152	Trichloroacetate					approved
DB11153	Potassium hydroxide					approved
DB11154	Zinc citrate					approved
DB11155	Triclocarban					approved
DB11156	Pyrantel		GPR35;CHRM1	CYP4A11		approved;vet_approved
DB11157	Anthralin		KRT2;MAPK8IP1;KRT12			approved
DB11158	Pectin					investigational;approved;vet_approved
DB11159	Sodium sulfide					approved
DB11160	Phenyltoloxamine					approved
DB11161	Polyethylene glycol 300					approved
DB11163	Picrate					approved
DB11164	Bicisate					approved
DB11165	Rosin					approved
DB11166	Antithrombin Alfa		F2;F10			investigational;approved
DB11168	Calcium threonate					approved
DB11169	Ferrous asparto glycinate					approved
DB11171	Ferric sulfate					approved
DB11172	Sesame oil					investigational;approved;nutraceutical
DB11175	Zinc picolinate					investigational;approved
DB11176	Zeaxanthin					investigational;approved
DB11178	Polysorbate 20					approved
DB11179	Exametazime					approved
DB11180	Tetrofosmin					approved
DB11181	Homatropine		CES1			approved
DB11182	Rose bengal					investigational;approved;experimental
DB11183	Light green SF yellowish					approved;experimental
DB11184	Oftasceine					approved
DB11185	Sulisobenzone					approved
DB11186	Pentoxyverine					investigational;approved
DB11189	Magnesium glycinate					approved
DB11190	Pantethine					investigational;approved
DB11191	Cobamamide					approved
DB11193	Papain					approved
DB11195	Xylitol					investigational;approved
DB11198	Peppermint oil					investigational;approved
DB11199	Sage oil					approved;nutraceutical
DB11200	Aluminum zirconium octachlorohydrex gly					approved
DB11202	N-alkyl ethylbenzyl dimethyl ammonium (c12-c14)					approved
DB11203	Boron					approved
DB11205	Alcloxa					approved
DB11206	Bemotrizinol					approved
DB11208	Aluminum chlorohydrex propylene glycol					approved
DB11209	Iron protein succinylate					investigational;approved
DB11210	Ferrous bisglycinate					approved
DB11212	Potassium dichromate					investigational;approved
DB11217	Arbutin				ALB	approved
DB11218	Tea tree oil					approved
DB11219	Enzacamene		ESR2;AR;PGR;ESR1			approved
DB11222	Benzoin					approved
DB11228	Methyl cellulose					approved
DB11231	Lycopene					investigational;approved
DB11234	Poliglusam					approved
DB11235	Thonzylamine					approved
DB11237	Trypsin					approved;vet_approved
DB11238	Borage oil					investigational;approved
DB11239	Aluminum sulfate					approved
DB11241	Dextran 75					approved
DB11242	Gelatin					approved;vet_approved
DB11243	Ethyl macadamiate					approved
DB11244	Cyclomethicone 5					approved
DB11246	Copper gluconate					investigational;approved
DB11248	Zinc gluconate					approved;vet_approved
DB11251	Tocopherol					investigational;approved
DB11252	Poloxamer 407					investigational;approved
DB11253	Xanthan gum					approved
DB11254	Hexylresorcinol					approved
DB11255	Chromium picolinate					approved
DB11256	Levomefolic acid	SLC19A1;SLC46A1		MTR		investigational;approved
DB11257	Fluoride ion					approved
